iter,param,Coef,modelName,fileName,nVariables,modelType,DV,SurveyLabel,qGroup
209,AdviceandorLed,0.34104944047569663,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
210,AdviceandorLed,-0.0415993525247506,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
211,AdviceandorLed,0.23920982131831897,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
212,AdviceandorLed,0.1052630083274706,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
213,AdviceandorLed,0.3082950866054443,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
214,AdviceandorLed,0.3744706022397051,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
215,AdviceandorLed,-0.12874434921994607,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
216,AdviceandorLed,0.2639697686941752,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
217,AdviceandorLed,0.13524896577832213,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
218,AdviceandorLed,0.33218769588618813,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
219,AdviceandorLed,0.18980294644771645,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
220,AdviceandorLed,0.31109630593741794,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
221,AdviceandorLed,0.33214522064155794,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
222,AdviceandorLed,0.4091513634893389,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
223,AdviceandorLed,-0.1837623786402961,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
224,AdviceandorLed,0.0512082952482319,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
225,AdviceandorLed,-0.153393673950464,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
226,AdviceandorLed,-0.3476855633530913,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
227,AdviceandorLed,0.2414682380967852,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
228,AdviceandorLed,0.35430248047189294,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
229,AdviceandorLed,0.32736004558936754,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
230,AdviceandorLed,0.4200154044880496,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
231,AdviceandorLed,-0.02485883947722243,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
232,AdviceandorLed,0.13474546561762216,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
233,AdviceandorLed,0.12963012166855228,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
234,AdviceandorLed,0.09520896088136654,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
235,AdviceandorLed,-0.17058864413277922,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
236,AdviceandorLed,0.00661522767425756,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
237,AdviceandorLed,0.1580450408378911,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
238,AdviceandorLed,0.2453323532796455,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
239,AdviceandorLed,0.13404410347011714,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
240,AdviceandorLed,0.3507562483870704,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
241,AdviceandorLed,0.4918632997513472,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
242,AdviceandorLed,0.07371553245099538,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
243,AdviceandorLed,-0.19095517812479973,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
244,AdviceandorLed,-0.11872773752857874,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
245,AdviceandorLed,0.04354000295513323,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
246,AdviceandorLed,0.1539077297548911,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
247,AdviceandorLed,0.06891466069589135,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
248,AdviceandorLed,-0.2909899832437353,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
249,AdviceandorLed,-0.4701232279542182,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
250,AdviceandorLed,0.1316123850088135,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
251,AdviceandorLed,-0.3796222772347714,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
252,AdviceandorLed,-0.2818356403439048,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
253,AdviceandorLed,0.07171844441744207,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
254,AdviceandorLed,-0.2106999892847524,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
255,AdviceandorLed,-0.3155222572342826,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
256,AdviceandorLed,0.19871886182271525,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
257,AdviceandorLed,0.0722000348458044,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
258,AdviceandorLed,-0.10676397234828716,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
259,AdviceandorLed,-0.15946533157821932,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
260,AdviceandorLed,0.07500828203749803,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
261,AdviceandorLed,0.26691267997858814,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
262,AdviceandorLed,0.06774909939928224,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
263,AdviceandorLed,-0.04713518728697587,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
264,AdviceandorLed,0.03721062888449734,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
265,AdviceandorLed,-0.1082680927781683,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
266,AdviceandorLed,0.4986625633900912,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
267,AdviceandorLed,0.04622422568047751,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
268,AdviceandorLed,0.0167953502377529,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
269,AdviceandorLed,0.11654709982514189,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
270,AdviceandorLed,0.5274765871760465,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
271,AdviceandorLed,0.5583052692897139,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
272,AdviceandorLed,0.00559871765680526,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
273,AdviceandorLed,0.04073389831107267,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
274,AdviceandorLed,0.13031078297077256,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
275,AdviceandorLed,0.04428129738630963,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
276,AdviceandorLed,0.1611532215792005,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
277,AdviceandorLed,0.3412186285089188,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
278,AdviceandorLed,-0.2835506855914595,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
279,AdviceandorLed,-0.22701373218853105,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
280,AdviceandorLed,-0.09354185330992865,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
281,AdviceandorLed,-0.04116771758136219,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
282,AdviceandorLed,0.04559985116969159,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
283,AdviceandorLed,0.12820011898244743,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
284,AdviceandorLed,-0.24076591692587584,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
285,AdviceandorLed,-0.05466523956050657,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
286,AdviceandorLed,0.02082094739287568,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
287,AdviceandorLed,-0.14787568069063267,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
288,AdviceandorLed,-0.09373013497647098,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
289,AdviceandorLed,-0.24741728200023588,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
290,AdviceandorLed,0.25148899956408405,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
291,AdviceandorLed,-0.07274983481066505,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
292,AdviceandorLed,-0.1918573497059959,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
293,AdviceandorLed,0.00490452208104912,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
294,AdviceandorLed,-0.0888244782851398,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
295,AdviceandorLed,-0.07152764919938225,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
296,AdviceandorLed,0.04934889179003327,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
297,AdviceandorLed,0.19023192329341487,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
298,AdviceandorLed,-0.20421029160299856,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
299,AdviceandorLed,-0.31362809037782324,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
300,AdviceandorLed,0.19188042763233384,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
301,AdviceandorLed,-0.2489440835132697,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
302,AdviceandorLed,-0.00318919852906386,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
303,AdviceandorLed,-0.4429875736145708,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
304,AdviceandorLed,0.17210321358991312,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
305,AdviceandorLed,0.01470682225687958,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
306,AdviceandorLed,0.06318488941120022,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
307,AdviceandorLed,0.10349909558542345,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
308,AdviceandorLed,0.39261288304666775,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
309,AdviceandorLed,0.26306414287597923,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
310,AdviceandorLed,0.3984118001019972,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
311,AdviceandorLed,0.06875050897973536,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
312,AdviceandorLed,0.24280281851252816,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
313,AdviceandorLed,0.25200081917808576,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
314,AdviceandorLed,-0.03315540388307109,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
315,AdviceandorLed,-0.1245196307765758,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
316,AdviceandorLed,0.117486859057464,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
317,AdviceandorLed,0.30898870151623925,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
318,AdviceandorLed,-0.04406897483256088,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
319,AdviceandorLed,0.2189722230936574,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
320,AdviceandorLed,0.4113691305776592,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
321,AdviceandorLed,0.16227215494178626,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
322,AdviceandorLed,-0.07960829482458213,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
323,AdviceandorLed,0.30544463416575895,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
324,AdviceandorLed,0.22300867851951997,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
325,AdviceandorLed,-0.4338209986709245,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
326,AdviceandorLed,0.35166696310127044,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
327,AdviceandorLed,0.19762217921300432,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
328,AdviceandorLed,0.4623743228264946,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
329,AdviceandorLed,0.4555246328411981,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
330,AdviceandorLed,-0.24573280946932732,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
331,AdviceandorLed,-0.6197634103827823,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
332,AdviceandorLed,-0.20836517346507905,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
333,AdviceandorLed,-0.06569300131303922,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
334,AdviceandorLed,0.18753510317286187,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
335,AdviceandorLed,0.11766835731186244,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
336,AdviceandorLed,-0.2633382129450717,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
337,AdviceandorLed,0.39711793576618826,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
338,AdviceandorLed,0.21085311130516105,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
339,AdviceandorLed,0.21311994846666352,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
340,AdviceandorLed,-0.1505384883651677,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
341,AdviceandorLed,0.30799935960082714,m_nbinom_randInter_SI,2024_02_14/multivariable/post_nbinom_SI.csv,multivariable,nbinom,Serious Infection,Nurse Advice line / Nurse-led clinic,Integrated care delivery
